Date/time,Syslog priority,Operation,Message code,Protocol,Source IP,Destination IP,Source hostname,Destination hostname,Source port,Destination port,Destination service,Direction,Connections built,Connections torn down
13/Apr/2011 08:53:30,Info,Built,ASA-session-6-302013,TCP,192.168.2.137,192.168.1.6,(empty),(empty),4145,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:30,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.137,192.168.1.6,(empty),(empty),4145,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:31,Info,Built,ASA-session-6-302013,TCP,192.168.2.90,192.168.1.6,(empty),(empty),1033,135,epmap,inbound,1,0
13/Apr/2011 08:53:31,Info,Built,ASA-session-6-302013,TCP,192.168.2.90,192.168.1.6,(empty),(empty),1034,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:31,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.90,192.168.1.6,(empty),(empty),1034,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:31,Info,Built,ASA-session-6-302013,TCP,192.168.2.90,192.168.1.6,(empty),(empty),1035,135,epmap,inbound,1,0
13/Apr/2011 08:53:31,Info,Built,ASA-session-6-302013,TCP,192.168.2.90,192.168.1.6,(empty),(empty),1036,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:31,Info,Built,ASA-session-6-302013,TCP,192.168.2.97,192.168.1.6,(empty),(empty),1229,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:31,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.97,192.168.1.6,(empty),(empty),1229,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:32,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.14,192.168.1.6,(empty),(empty),1035,135,epmap,inbound,0,1
13/Apr/2011 08:53:32,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.14,192.168.1.6,(empty),(empty),1034,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:53:32,Info,Built,ASA-session-6-302015,UDP,172.20.1.5,192.168.1.2,(empty),(empty),50707,53,domain,inbound,1,0
13/Apr/2011 08:53:32,Info,Built,ASA-session-6-302013,TCP,172.20.1.5,192.168.1.2,(empty),(empty),63160,445,microsoft-ds,inbound,1,0
13/Apr/2011 08:53:32,Info,Built,ASA-session-6-302013,TCP,192.168.2.96,192.168.1.6,(empty),(empty),4570,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:32,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.96,192.168.1.6,(empty),(empty),4570,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:33,Info,Built,ASA-session-6-302013,TCP,192.168.2.131,192.168.1.2,(empty),(empty),2372,389,ldap,inbound,1,0
13/Apr/2011 08:53:33,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.131,192.168.1.2,(empty),(empty),2372,389,ldap,inbound,0,1
13/Apr/2011 08:53:33,Info,Built,ASA-session-6-302015,UDP,192.168.2.131,192.168.1.2,(empty),(empty),58573,53,domain,inbound,1,0
13/Apr/2011 08:53:33,Info,Built,ASA-session-6-302015,UDP,192.168.2.131,192.168.1.2,(empty),(empty),55193,53,domain,inbound,1,0
13/Apr/2011 08:53:33,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.15,192.168.1.6,(empty),(empty),3010,135,epmap,(empty),0,1
13/Apr/2011 08:53:33,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.15,192.168.1.6,(empty),(empty),3011,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:53:33,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.15,192.168.1.6,(empty),(empty),3013,135,epmap,(empty),0,1
13/Apr/2011 08:53:33,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.15,192.168.1.6,(empty),(empty),3014,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:53:33,Info,Built,ASA-session-6-302013,TCP,192.168.2.127,192.168.1.6,(empty),(empty),1740,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:34,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.127,192.168.1.6,(empty),(empty),1740,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:34,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.149,192.168.1.2,(empty),(empty),2100,445,microsoft-ds,inbound,0,1
13/Apr/2011 08:53:34,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.11,192.168.1.6,(empty),(empty),1654,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:53:35,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.159,192.168.1.6,(empty),(empty),2907,135,epmap,inbound,0,1
13/Apr/2011 08:53:35,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.159,192.168.1.6,(empty),(empty),2908,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:53:35,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.159,192.168.1.6,(empty),(empty),2910,135,epmap,inbound,0,1
13/Apr/2011 08:53:35,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.159,192.168.1.6,(empty),(empty),2911,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:53:35,Info,Built,ASA-session-6-302013,TCP,192.168.2.106,192.168.1.6,(empty),(empty),3223,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:35,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.106,192.168.1.6,(empty),(empty),3223,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:35,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.34,192.168.1.6,(empty),(empty),4819,135,epmap,inbound,0,1
13/Apr/2011 08:53:35,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.34,192.168.1.6,(empty),(empty),4818,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:53:35,Info,Built,ASA-session-6-302013,TCP,192.168.2.13,192.168.1.6,(empty),(empty),1209,135,epmap,inbound,1,0
13/Apr/2011 08:53:35,Info,Built,ASA-session-6-302013,TCP,192.168.2.13,192.168.1.6,(empty),(empty),1210,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:35,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.13,192.168.1.6,(empty),(empty),1210,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:36,Info,Built,ASA-session-6-302013,TCP,192.168.2.13,192.168.1.6,(empty),(empty),1211,135,epmap,inbound,1,0
13/Apr/2011 08:53:36,Info,Built,ASA-session-6-302013,TCP,192.168.2.13,192.168.1.6,(empty),(empty),1212,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:36,Info,Built,ASA-session-6-302013,TCP,192.168.2.28,192.168.1.6,(empty),(empty),4679,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:36,Info,Built,ASA-session-6-302013,TCP,192.168.2.121,192.168.1.6,(empty),(empty),1044,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:36,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.121,192.168.1.6,(empty),(empty),1044,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:36,Info,Built,ASA-session-6-302013,TCP,192.168.2.14,192.168.1.6,(empty),(empty),1041,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:36,Info,Built,ASA-session-6-302013,TCP,192.168.2.14,192.168.1.6,(empty),(empty),1042,135,epmap,inbound,1,0
13/Apr/2011 08:53:36,Info,Built,ASA-session-6-302013,TCP,192.168.2.14,192.168.1.6,(empty),(empty),1043,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:36,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.14,192.168.1.6,(empty),(empty),1043,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:36,Info,Built,ASA-session-6-302013,TCP,192.168.2.98,192.168.1.6,(empty),(empty),1422,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:36,Info,Built,ASA-session-6-302013,TCP,192.168.2.98,192.168.1.6,(empty),(empty),1423,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:36,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.98,192.168.1.6,(empty),(empty),1422,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:36,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.98,192.168.1.6,(empty),(empty),1423,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:36,Info,Built,ASA-session-6-302013,TCP,192.168.2.34,192.168.1.6,(empty),(empty),4823,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:36,Info,Built,ASA-session-6-302013,TCP,192.168.2.34,192.168.1.6,(empty),(empty),4824,135,epmap,inbound,1,0
13/Apr/2011 08:53:36,Info,Built,ASA-session-6-302013,TCP,192.168.2.34,192.168.1.6,(empty),(empty),4825,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:36,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.34,192.168.1.6,(empty),(empty),4825,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:36,Info,Built,ASA-session-6-302013,TCP,192.168.2.95,192.168.1.6,(empty),(empty),1717,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:36,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.95,192.168.1.6,(empty),(empty),1717,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:37,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.69,192.168.1.6,(empty),(empty),4850,135,epmap,inbound,0,1
13/Apr/2011 08:53:37,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.69,192.168.1.6,(empty),(empty),4851,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:53:37,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.69,192.168.1.6,(empty),(empty),4853,135,epmap,inbound,0,1
13/Apr/2011 08:53:37,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.69,192.168.1.6,(empty),(empty),4854,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:53:37,Info,Built,ASA-session-6-302013,TCP,192.168.2.138,192.168.1.6,(empty),(empty),2489,135,epmap,inbound,1,0
13/Apr/2011 08:53:37,Info,Built,ASA-session-6-302013,TCP,192.168.2.138,192.168.1.6,(empty),(empty),2490,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:37,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.138,192.168.1.6,(empty),(empty),2490,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:37,Info,Built,ASA-session-6-302013,TCP,192.168.2.138,192.168.1.6,(empty),(empty),2491,135,epmap,inbound,1,0
13/Apr/2011 08:53:37,Info,Built,ASA-session-6-302013,TCP,192.168.2.138,192.168.1.6,(empty),(empty),2492,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:38,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.104,192.168.1.6,(empty),(empty),4747,135,epmap,inbound,0,1
13/Apr/2011 08:53:38,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.104,192.168.1.6,(empty),(empty),4748,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:53:38,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.104,192.168.1.6,(empty),(empty),4750,135,epmap,inbound,0,1
13/Apr/2011 08:53:38,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.104,192.168.1.6,(empty),(empty),4751,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:53:38,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.108,192.168.1.6,(empty),(empty),1132,135,epmap,inbound,0,1
13/Apr/2011 08:53:38,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.108,192.168.1.6,(empty),(empty),1133,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:53:38,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.108,192.168.1.6,(empty),(empty),1135,135,epmap,inbound,0,1
13/Apr/2011 08:53:38,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.108,192.168.1.6,(empty),(empty),1136,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:53:38,Info,Built,ASA-session-6-302013,TCP,192.168.2.17,192.168.1.6,(empty),(empty),1618,135,epmap,inbound,1,0
13/Apr/2011 08:53:38,Info,Built,ASA-session-6-302013,TCP,192.168.2.17,192.168.1.6,(empty),(empty),1619,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:38,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.17,192.168.1.6,(empty),(empty),1619,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:38,Info,Built,ASA-session-6-302013,TCP,192.168.2.17,192.168.1.6,(empty),(empty),1620,135,epmap,inbound,1,0
13/Apr/2011 08:53:38,Info,Built,ASA-session-6-302013,TCP,192.168.2.17,192.168.1.6,(empty),(empty),1621,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:38,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.118,192.168.1.6,(empty),(empty),2164,135,epmap,inbound,0,1
13/Apr/2011 08:53:38,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.118,192.168.1.6,(empty),(empty),2165,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:53:38,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.118,192.168.1.6,(empty),(empty),2170,135,epmap,inbound,0,1
13/Apr/2011 08:53:38,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.118,192.168.1.6,(empty),(empty),2171,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:53:39,Info,Built,ASA-session-6-302013,TCP,192.168.2.16,192.168.1.6,(empty),(empty),1102,135,epmap,inbound,1,0
13/Apr/2011 08:53:39,Info,Built,ASA-session-6-302013,TCP,192.168.2.16,192.168.1.6,(empty),(empty),1103,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:39,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.16,192.168.1.6,(empty),(empty),1103,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:39,Info,Built,ASA-session-6-302013,TCP,192.168.2.16,192.168.1.6,(empty),(empty),1104,135,epmap,inbound,1,0
13/Apr/2011 08:53:39,Info,Built,ASA-session-6-302013,TCP,192.168.2.16,192.168.1.6,(empty),(empty),1105,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:39,Info,Built,ASA-session-6-302013,TCP,192.168.2.127,192.168.1.6,(empty),(empty),1741,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:39,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.127,192.168.1.6,(empty),(empty),1741,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:39,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.136,192.168.1.14,(empty),(empty),4517,445,microsoft-ds,inbound,0,1
13/Apr/2011 08:53:39,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.136,192.168.1.2,(empty),(empty),4520,445,microsoft-ds,inbound,0,1
13/Apr/2011 08:53:39,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.61,192.168.1.6,(empty),(empty),3983,135,epmap,(empty),0,1
13/Apr/2011 08:53:39,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.61,192.168.1.6,(empty),(empty),3985,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:53:39,Info,Built,ASA-session-6-302013,TCP,192.168.2.46,192.168.1.6,(empty),(empty),2752,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:39,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.46,192.168.1.6,(empty),(empty),2752,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:40,Info,Built,ASA-session-6-302013,TCP,192.168.2.85,192.168.1.6,(empty),(empty),1444,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:40,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.85,192.168.1.6,(empty),(empty),1444,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:40,Info,Built,ASA-session-6-302015,UDP,192.168.2.125,192.168.1.2,(empty),(empty),63571,53,domain,inbound,1,0
13/Apr/2011 08:53:40,Info,Built,ASA-session-6-302020,ICMP,(empty),(empty),(empty),(empty),(empty),(empty),(empty)_icmp,inbound,1,0
13/Apr/2011 08:53:40,Info,Built,ASA-session-6-302020,ICMP,(empty),(empty),(empty),(empty),(empty),(empty),(empty)_icmp,inbound,1,0
13/Apr/2011 08:53:40,Info,Built,ASA-session-6-302013,TCP,192.168.2.125,192.168.1.2,(empty),(empty),1491,445,microsoft-ds,inbound,1,0
13/Apr/2011 08:53:40,Info,Built,ASA-session-6-302013,TCP,192.168.2.146,192.168.1.6,(empty),(empty),2854,135,epmap,inbound,1,0
13/Apr/2011 08:53:40,Info,Built,ASA-session-6-302013,TCP,192.168.2.146,192.168.1.6,(empty),(empty),2855,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:40,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.146,192.168.1.6,(empty),(empty),2855,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:40,Info,Built,ASA-session-6-302015,UDP,192.168.2.28,192.168.1.2,(empty),(empty),60980,53,domain,inbound,1,0
13/Apr/2011 08:53:40,Info,Built,ASA-session-6-302013,TCP,192.168.2.56,192.168.1.6,(empty),(empty),1437,135,epmap,inbound,1,0
13/Apr/2011 08:53:40,Info,Built,ASA-session-6-302013,TCP,192.168.2.56,192.168.1.6,(empty),(empty),1438,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:40,Info,Built,ASA-session-6-302013,TCP,192.168.2.28,192.168.1.6,(empty),(empty),4680,135,epmap,inbound,1,0
13/Apr/2011 08:53:40,Info,Built,ASA-session-6-302013,TCP,192.168.2.28,192.168.1.6,(empty),(empty),4681,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:40,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.56,192.168.1.6,(empty),(empty),1438,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:40,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.28,192.168.1.6,(empty),(empty),4681,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:40,Info,Built,ASA-session-6-302013,TCP,192.168.2.28,192.168.1.6,(empty),(empty),4682,135,epmap,inbound,1,0
13/Apr/2011 08:53:40,Info,Built,ASA-session-6-302013,TCP,192.168.2.56,192.168.1.6,(empty),(empty),1439,135,epmap,inbound,1,0
13/Apr/2011 08:53:40,Info,Built,ASA-session-6-302013,TCP,192.168.2.28,192.168.1.6,(empty),(empty),4683,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:40,Info,Built,ASA-session-6-302013,TCP,192.168.2.56,192.168.1.6,(empty),(empty),1440,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:41,Info,Built,ASA-session-6-302013,TCP,192.168.2.34,192.168.1.6,(empty),(empty),4826,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:41,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.34,192.168.1.6,(empty),(empty),4826,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:41,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.64,192.168.1.6,(empty),(empty),1700,135,epmap,(empty),0,1
13/Apr/2011 08:53:41,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.64,192.168.1.6,(empty),(empty),1702,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:53:41,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.71,192.168.1.6,(empty),(empty),4485,135,epmap,(empty),0,1
13/Apr/2011 08:53:41,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.71,192.168.1.6,(empty),(empty),4487,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:53:41,Info,Built,ASA-session-6-302013,TCP,192.168.2.92,192.168.1.14,(empty),(empty),1903,445,microsoft-ds,inbound,1,0
13/Apr/2011 08:53:41,Info,Built,ASA-session-6-302013,TCP,192.168.2.92,192.168.1.14,(empty),(empty),1904,139,netbios-ssn,inbound,1,0
13/Apr/2011 08:53:42,Info,Built,ASA-session-6-302013,TCP,192.168.2.52,192.168.1.6,(empty),(empty),1684,135,epmap,inbound,1,0
13/Apr/2011 08:53:42,Info,Built,ASA-session-6-302013,TCP,192.168.2.52,192.168.1.6,(empty),(empty),1685,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:42,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.52,192.168.1.6,(empty),(empty),1685,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:42,Info,Built,ASA-session-6-302013,TCP,192.168.2.49,192.168.1.6,(empty),(empty),1549,135,epmap,inbound,1,0
13/Apr/2011 08:53:42,Info,Built,ASA-session-6-302013,TCP,192.168.2.49,192.168.1.6,(empty),(empty),1550,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:42,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.49,192.168.1.6,(empty),(empty),1550,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:42,Info,Built,ASA-session-6-302020,ICMP,(empty),(empty),(empty),(empty),(empty),(empty),(empty)_icmp,inbound,1,0
13/Apr/2011 08:53:42,Info,Built,ASA-session-6-302020,ICMP,(empty),(empty),(empty),(empty),(empty),(empty),(empty)_icmp,inbound,1,0
13/Apr/2011 08:53:42,Info,Built,ASA-session-6-302015,UDP,192.168.2.172,192.168.1.2,(empty),(empty),137,137,netbios-ns,inbound,1,0
13/Apr/2011 08:53:42,Info,Built,ASA-session-6-302015,UDP,192.168.2.172,192.168.1.2,(empty),(empty),138,138,netbios-dgm,inbound,1,0
13/Apr/2011 08:53:42,Info,Built,ASA-session-6-302013,TCP,192.168.2.85,192.168.1.6,(empty),(empty),1445,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:42,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.85,192.168.1.6,(empty),(empty),1445,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:42,Info,Teardown,ASA-session-6-302021,ICMP,(empty),(empty),(empty),(empty),(empty),(empty),(empty)_icmp,(empty),0,1
13/Apr/2011 08:53:42,Info,Teardown,ASA-session-6-302021,ICMP,(empty),(empty),(empty),(empty),(empty),(empty),(empty)_icmp,(empty),0,1
13/Apr/2011 08:53:42,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.40,192.168.1.6,(empty),(empty),1497,135,epmap,inbound,0,1
13/Apr/2011 08:53:42,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.40,192.168.1.6,(empty),(empty),1498,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:53:42,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.40,192.168.1.6,(empty),(empty),1500,135,epmap,inbound,0,1
13/Apr/2011 08:53:42,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.40,192.168.1.6,(empty),(empty),1501,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:53:43,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.33,192.168.1.14,(empty),(empty),1123,49155,49155_tcp,(empty),0,1
13/Apr/2011 08:53:43,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.33,192.168.1.2,(empty),(empty),1126,49158,49158_tcp,(empty),0,1
13/Apr/2011 08:53:43,Info,Teardown,ASA-session-6-302014,TCP,172.20.1.5,192.168.1.2,(empty),(empty),63160,445,microsoft-ds,inbound,0,1
13/Apr/2011 08:53:43,Info,Built,ASA-session-6-302013,TCP,192.168.2.95,192.168.1.6,(empty),(empty),1718,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:43,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.95,192.168.1.6,(empty),(empty),1718,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:43,Info,Built,ASA-session-6-302013,TCP,192.168.2.121,192.168.1.6,(empty),(empty),1045,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:43,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.121,192.168.1.6,(empty),(empty),1045,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:43,Info,Built,ASA-session-6-302013,TCP,192.168.2.61,192.168.1.6,(empty),(empty),3989,135,epmap,inbound,1,0
13/Apr/2011 08:53:43,Info,Built,ASA-session-6-302013,TCP,192.168.2.61,192.168.1.6,(empty),(empty),3990,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:43,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.61,192.168.1.6,(empty),(empty),3990,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:43,Info,Built,ASA-session-6-302013,TCP,192.168.2.61,192.168.1.6,(empty),(empty),3991,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:43,Info,Built,ASA-session-6-302013,TCP,192.168.2.46,192.168.1.6,(empty),(empty),2753,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:43,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.46,192.168.1.6,(empty),(empty),2753,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:44,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.119,192.168.1.6,(empty),(empty),1756,135,epmap,(empty),0,1
13/Apr/2011 08:53:44,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.119,192.168.1.6,(empty),(empty),1757,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:53:44,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.119,192.168.1.6,(empty),(empty),1759,135,epmap,(empty),0,1
13/Apr/2011 08:53:44,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.119,192.168.1.6,(empty),(empty),1760,43025,43025_tcp,(empty),0,1
13/Apr/2011 08:53:44,Info,Built,ASA-session-6-302013,TCP,192.168.2.64,192.168.1.6,(empty),(empty),1706,135,epmap,inbound,1,0
13/Apr/2011 08:53:44,Info,Built,ASA-session-6-302013,TCP,192.168.2.64,192.168.1.6,(empty),(empty),1707,43032,43032_tcp,inbound,1,0
13/Apr/2011 08:53:44,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.64,192.168.1.6,(empty),(empty),1707,43032,43032_tcp,inbound,0,1
13/Apr/2011 08:53:44,Info,Built,ASA-session-6-302013,TCP,192.168.2.64,192.168.1.6,(empty),(empty),1708,43025,43025_tcp,inbound,1,0
13/Apr/2011 08:53:44,Info,Teardown,ASA-session-6-302021,ICMP,(empty),(empty),(empty),(empty),(empty),(empty),(empty)_icmp,(empty),0,1
13/Apr/2011 08:53:44,Info,Teardown,ASA-session-6-302021,ICMP,(empty),(empty),(empty),(empty),(empty),(empty),(empty)_icmp,(empty),0,1
13/Apr/2011 08:53:44,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.17,192.168.1.6,(empty),(empty),1617,43025,43025_tcp,inbound,0,1
13/Apr/2011 08:53:44,Info,Built,ASA-session-6-302020,ICMP,(empty),(empty),(empty),(empty),(empty),(empty),(empty)_icmp,inbound,1,0
13/Apr/2011 08:53:44,Info,Built,ASA-session-6-302020,ICMP,(empty),(empty),(empty),(empty),(empty),(empty),(empty)_icmp,inbound,1,0
13/Apr/2011 08:53:44,Info,Built,ASA-session-6-302013,TCP,192.168.2.172,192.168.1.2,(empty),(empty),4980,139,netbios-ssn,inbound,1,0
13/Apr/2011 08:53:44,Info,Built,ASA-session-6-302013,TCP,192.168.2.172,192.168.1.2,(empty),(empty),4981,445,microsoft-ds,inbound,1,0
13/Apr/2011 08:53:44,Info,Built,ASA-session-6-302013,TCP,192.168.2.172,192.168.1.2,(empty),(empty),4982,139,netbios-ssn,inbound,1,0
13/Apr/2011 08:53:44,Info,Teardown,ASA-session-6-302014,TCP,192.168.2.172,192.168.1.2,(empty),(empty),4980,139,netbios-ssn,inbound,0,1
